Task_ID,Project_ID,Employee_ID,Employee_Name,Task_Name,Assigned_Date,Due_Date,Completed_Date,Hours_Worked,Estimated_Hours,Task_Status,Task_Priority,Task_Type,Bug_Count,Rework_Hours,Is_Completed,Is_Late,Hours_Variance,Efficiency_Ratio
TSK000143,PRJ0004,EMP0486,Vihaan Kumar,Deployment task #144,2023-06-30,2023-07-02,2023-07-03,20.8,27.5,Completed,Medium,Deployment,0,0.0,True,True,-6.699999999999999,1.32
TSK000144,PRJ0004,EMP0335,Ananya Verma,Design task #145,2023-08-05,2023-08-23,2023-08-24,40.9,37.2,Completed,Medium,Documentation,2,1.7,True,True,3.6999999999999957,0.91
TSK000145,PRJ0004,EMP0496,Advait Pillai,Design task #146,2023-07-07,2023-07-10,2023-07-10,55.8,58.4,Completed,High,Code Review,0,0.0,True,False,-2.6000000000000014,1.05
TSK000146,PRJ0004,EMP0187,Rudra Kumar,Research task #147,2023-05-17,2023-05-23,2023-05-23,41.1,51.0,Completed,Medium,Deployment,0,0.0,True,False,-9.899999999999999,1.24
TSK000147,PRJ0004,EMP0189,Yuvan Bose,Design task #148,2023-05-25,2023-05-28,2023-05-29,56.1,35.5,Completed,High,Code Review,0,0.0,True,True,20.6,0.63
TSK000148,PRJ0004,EMP0125,Zara Kumar,Deployment task #149,2023-04-09,2023-04-26,2023-04-28,41.5,26.7,Completed,High,Code Review,0,0.0,True,True,14.8,0.64
TSK000149,PRJ0004,EMP0486,Vihaan Kumar,Deployment task #150,2023-06-16,2023-07-06,2023-07-06,82.8,58.3,Completed,High,Testing,0,0.0,True,False,24.5,0.7
TSK000150,PRJ0004,EMP0491,Anika Pillai,Deployment task #151,2023-04-13,2023-05-02,2023-05-03,8.5,11.8,Completed,Low,Deployment,0,0.0,True,True,-3.3000000000000007,1.39
TSK000151,PRJ0004,EMP0057,Ishaan Gupta,Testing task #152,2023-09-05,2023-09-25,2023-09-26,56.0,39.9,Completed,High,Research,0,0.0,True,True,16.1,0.71
TSK000152,PRJ0004,EMP0090,Myra Verma,Deployment task #153,2023-08-12,2023-08-29,2023-08-29,32.5,26.1,Completed,Medium,Design,0,0.0,True,False,6.399999999999999,0.8
TSK000153,PRJ0005,EMP0438,Advait Pillai,Testing task #154,2024-05-08,2024-05-10,2024-05-18,26.0,25.6,Completed,Low,Research,0,0.0,True,True,0.3999999999999986,0.98
TSK000154,PRJ0005,EMP0426,Riya Bose,Design task #155,2024-05-22,2024-05-29,2024-06-01,45.3,28.8,Completed,High,Testing,0,0.0,True,True,16.499999999999996,0.64
TSK000155,PRJ0005,EMP0148,Zara Kumar,Code Review task #156,2024-05-03,2024-05-21,,0.0,21.0,In Progress,Medium,Design,4,5.8,False,False,-21.0,
TSK000156,PRJ0005,EMP0570,Ishaan Gupta,Code Review task #157,2024-05-11,2024-05-17,2024-05-15,63.5,43.8,Completed,High,Code Review,0,0.0,True,False,19.700000000000003,0.69
TSK000157,PRJ0005,EMP0506,Tara Malhotra,Research task #158,2024-05-14,2024-05-23,2024-05-24,31.9,45.4,Completed,Low,Code Review,1,2.9,True,True,-13.5,1.42
TSK000158,PRJ0005,EMP0428,Ananya Verma,Deployment task #159,2024-05-02,2024-05-11,2024-05-10,43.7,31.5,Completed,High,Research,3,8.8,True,False,12.200000000000003,0.72
TSK000159,PRJ0005,EMP0580,Sara Sharma,Code Review task #160,2024-05-10,2024-05-27,,0.0,52.6,In Progress,Low,Development,0,0.0,False,False,-52.6,
TSK000160,PRJ0005,EMP0150,Aryan Bose,Deployment task #161,2024-05-07,2024-05-13,2024-05-13,22.3,29.8,Completed,Low,Code Review,0,0.0,True,False,-7.5,1.34
TSK000161,PRJ0005,EMP0299,Advait Bose,Design task #162,2024-05-13,2024-05-17,2024-05-22,55.3,39.8,Completed,High,Deployment,0,0.0,True,True,15.5,0.72
TSK000162,PRJ0005,EMP0324,Riya Sharma,Deployment task #163,2024-05-23,2024-06-03,2024-06-04,68.1,51.3,Completed,Low,Development,0,0.0,True,True,16.799999999999997,0.75
TSK000163,PRJ0005,EMP0141,Aarav Pillai,Documentation task #164,2024-05-13,2024-05-30,2024-05-31,30.3,19.8,Completed,High,Testing,2,2.1,True,True,10.5,0.65
TSK000164,PRJ0005,EMP0428,Ananya Verma,Deployment task #165,2024-05-11,2024-05-16,2024-05-14,84.7,55.3,Completed,Low,Research,0,0.0,True,False,29.400000000000006,0.65
TSK000165,PRJ0005,EMP0536,Rudra Gupta,Design task #166,2024-05-21,2024-05-28,2024-06-02,42.3,58.3,Completed,High,Documentation,0,0.0,True,True,-16.0,1.38
TSK000166,PRJ0005,EMP0315,Arnav Sharma,Bug Fix task #167,2024-05-01,2024-05-05,2024-05-10,21.9,15.8,Completed,Low,Documentation,2,1.1,True,True,6.099999999999998,0.72
TSK000167,PRJ0005,EMP0111,Ira Kumar,Code Review task #168,2024-04-28,2024-05-16,2024-05-15,54.3,48.4,Completed,High,Development,0,0.0,True,False,5.899999999999999,0.89
TSK000168,PRJ0005,EMP0099,Rudra Malhotra,Code Review task #169,2024-05-22,2024-06-12,2024-06-17,16.5,10.9,Completed,High,Deployment,1,1.4,True,True,5.6,0.66
TSK000169,PRJ0005,EMP0361,Aryan Pillai,Development task #170,2024-05-02,2024-05-23,2024-05-24,63.0,51.9,Completed,High,Documentation,0,0.0,True,True,11.100000000000001,0.82
TSK000170,PRJ0005,EMP0197,Navya Krishnan,Research task #171,2024-05-06,2024-05-25,2024-05-24,18.4,13.6,Completed,Medium,Design,0,0.0,True,False,4.799999999999999,0.74
TSK000171,PRJ0005,EMP0451,Anika Verma,Bug Fix task #172,2024-05-18,2024-05-25,2024-05-27,91.2,57.6,Completed,Low,Deployment,0,0.0,True,True,33.6,0.63
TSK000172,PRJ0005,EMP0127,Myra Menon,Testing task #173,2024-05-11,2024-05-17,2024-05-19,10.5,10.2,Completed,Medium,Research,0,0.0,True,True,0.3000000000000007,0.97
TSK000173,PRJ0005,EMP0119,Diya Krishnan,Bug Fix task #174,2024-05-09,2024-05-30,2024-05-30,26.2,19.9,Completed,Medium,Bug Fix,0,0.0,True,False,6.300000000000001,0.76
TSK000174,PRJ0005,EMP0194,Vihaan Reddy,Testing task #175,2024-04-29,2024-05-16,,13.2,54.1,Blocked,Medium,Research,0,0.0,False,False,-40.900000000000006,4.1
TSK000175,PRJ0005,EMP0536,Rudra Gupta,Design task #176,2024-05-18,2024-05-23,2024-05-23,44.4,41.9,Completed,Low,Deployment,1,0.8,True,False,2.5,0.94
TSK000176,PRJ0005,EMP0204,Aadhya Reddy,Code Review task #177,2024-05-07,2024-05-21,2024-05-21,22.1,15.2,Completed,High,Bug Fix,0,0.0,True,False,6.900000000000002,0.69
TSK000177,PRJ0005,EMP0365,Ira Nair,Code Review task #178,2024-05-12,2024-05-26,,13.3,41.3,To Do,Medium,Research,0,0.0,False,False,-27.999999999999996,3.11
TSK000178,PRJ0005,EMP0237,Ananya Kapoor,Bug Fix task #179,2024-05-17,2024-05-19,2024-05-20,42.5,56.8,Completed,High,Deployment,2,4.4,True,True,-14.299999999999997,1.34
TSK000179,PRJ0005,EMP0157,Veer Gupta,Research task #180,2024-05-06,2024-05-11,2024-05-13,50.2,38.8,Completed,Low,Code Review,0,0.0,True,True,11.400000000000006,0.77
TSK000180,PRJ0005,EMP0510,Rudra Rao,Development task #181,2024-05-12,2024-05-31,2024-05-29,47.6,32.3,Completed,Medium,Testing,0,0.0,True,False,15.300000000000004,0.68
TSK000181,PRJ0005,EMP0393,Yuvan Menon,Code Review task #182,2024-05-11,2024-05-25,2024-05-26,15.8,21.6,Completed,High,Design,0,0.0,True,True,-5.800000000000001,1.37
TSK000182,PRJ0005,EMP0504,Reyansh Kapoor,Research task #183,2024-05-10,2024-05-24,2024-05-25,9.2,11.5,Completed,Medium,Design,0,0.0,True,True,-2.3000000000000007,1.25
TSK000183,PRJ0005,EMP0519,Aadhya Bose,Code Review task #184,2024-04-28,2024-05-15,2024-05-16,26.9,25.9,Completed,Medium,Development,0,0.0,True,True,1.0,0.96
TSK000184,PRJ0005,EMP0029,Shaurya Singh,Testing task #185,2024-05-15,2024-05-28,2024-05-28,8.9,6.5,Completed,Medium,Deployment,1,2.7,True,False,2.4000000000000004,0.73
TSK000185,PRJ0005,EMP0366,Kavya Verma,Code Review task #186,2024-05-10,2024-05-19,2024-05-17,30.4,23.7,Completed,Low,Deployment,2,5.6,True,False,6.699999999999999,0.78
TSK000186,PRJ0005,EMP0174,Veer Gupta,Code Review task #187,2024-04-27,2024-04-30,2024-05-01,50.5,34.2,Completed,Low,Research,0,0.0,True,True,16.299999999999997,0.68
TSK000187,PRJ0005,EMP0023,Meera Kapoor,Research task #188,2024-05-07,2024-05-21,2024-05-24,19.9,25.2,Completed,High,Deployment,2,4.5,True,True,-5.300000000000001,1.27
TSK000188,PRJ0005,EMP0171,Yuvan Kapoor,Documentation task #189,2024-05-16,2024-05-31,2024-06-01,26.5,20.8,Completed,Medium,Code Review,0,0.0,True,True,5.699999999999999,0.78
TSK000189,PRJ0005,EMP0049,Myra Verma,Testing task #190,2024-05-06,2024-05-20,2024-05-20,75.5,59.8,Completed,High,Deployment,0,0.0,True,False,15.700000000000003,0.79
TSK000190,PRJ0005,EMP0280,Myra Reddy,Code Review task #191,2024-04-29,2024-05-17,2024-05-15,31.7,35.7,Completed,High,Code Review,0,0.0,True,False,-4.0000000000000036,1.13
TSK000191,PRJ0005,EMP0444,Dhruv Menon,Design task #192,2024-05-18,2024-05-26,2024-05-31,31.7,34.2,Completed,Low,Design,0,0.0,True,True,-2.5000000000000036,1.08
TSK000192,PRJ0005,EMP0591,Diya Gupta,Bug Fix task #193,2024-05-12,2024-05-28,2024-06-05,20.3,15.9,Completed,High,Development,0,0.0,True,True,4.4,0.78
TSK000193,PRJ0005,EMP0535,Ira Menon,Bug Fix task #194,2024-05-03,2024-05-09,2024-05-10,33.5,24.4,Completed,Medium,Testing,0,0.0,True,True,9.100000000000001,0.73
TSK000194,PRJ0005,EMP0209,Sara Nair,Testing task #195,2024-05-10,2024-05-21,2024-05-20,17.6,18.9,Completed,Low,Documentation,0,0.0,True,False,-1.2999999999999972,1.07
TSK000195,PRJ0006,EMP0252,Sara Krishnan,Code Review task #196,2023-06-12,2023-07-01,,18.5,30.0,Blocked,Medium,Design,3,2.7,False,False,-11.5,1.62
TSK000196,PRJ0006,EMP0044,Ananya Das,Bug Fix task #197,2023-06-24,2023-06-27,2023-06-29,37.1,47.8,Completed,Medium,Testing,0,0.0,True,True,-10.699999999999996,1.29
TSK000197,PRJ0006,EMP0407,Kabir Malhotra,Code Review task #198,2023-06-01,2023-06-21,2023-06-23,26.5,17.2,Completed,Medium,Testing,1,2.6,True,True,9.3,0.65
TSK000198,PRJ0006,EMP0244,Rudra Krishnan,Documentation task #199,2023-07-01,2023-07-13,2023-07-14,13.2,10.8,Completed,Medium,Documentation,0,0.0,True,True,2.3999999999999986,0.82
TSK000199,PRJ0006,EMP0148,Zara Kumar,Testing task #200,2023-05-30,2023-06-09,2023-06-21,12.8,13.8,Completed,Medium,Bug Fix,1,1.7,True,True,-1.0,1.08
TSK000200,PRJ0006,EMP0487,Sara Nair,Development task #201,2023-06-08,2023-06-14,2023-06-16,77.8,57.9,Completed,High,Development,0,0.0,True,True,19.9,0.74
TSK000201,PRJ0006,EMP0246,Saanvi Krishnan,Documentation task #202,2023-06-09,2023-06-20,2023-06-28,46.6,35.0,Completed,Medium,Bug Fix,0,0.0,True,True,11.600000000000001,0.75
TSK000202,PRJ0006,EMP0009,Myra Sharma,Design task #203,2023-06-18,2023-06-28,2023-06-27,86.2,55.9,Completed,Medium,Deployment,0,0.0,True,False,30.300000000000004,0.65
TSK000203,PRJ0006,EMP0417,Saanvi Rao,Bug Fix task #204,2023-05-26,2023-05-30,2023-05-31,29.8,19.3,Completed,Low,Design,1,1.5,True,True,10.5,0.65
TSK000204,PRJ0006,EMP0268,Sara Iyer,Development task #205,2023-06-25,2023-07-10,2023-07-12,11.0,7.7,Completed,Low,Design,0,0.0,True,True,3.3,0.7
TSK000205,PRJ0006,EMP0455,Aditya Gupta,Design task #206,2023-06-01,2023-06-09,2023-06-09,4.1,4.2,Completed,High,Bug Fix,5,4.5,True,False,-0.10000000000000053,1.02
TSK000206,PRJ0006,EMP0328,Shaurya Das,Documentation task #207,2023-06-21,2023-06-27,2023-06-27,40.6,30.8,Completed,Low,Bug Fix,0,0.0,True,False,9.8,0.76
TSK000207,PRJ0006,EMP0377,Meera Bose,Documentation task #208,2023-06-04,2023-06-18,,7.3,26.0,To Do,Low,Research,0,0.0,False,False,-18.7,3.56
TSK000208,PRJ0006,EMP0204,Aadhya Reddy,Deployment task #209,2023-06-09,2023-06-16,2023-06-19,54.4,43.3,Completed,Low,Testing,0,0.0,True,True,11.100000000000001,0.8
TSK000209,PRJ0006,EMP0015,Advait Rao,Code Review task #210,2023-06-26,2023-07-12,2023-07-10,32.5,28.4,Completed,Medium,Research,1,1.0,True,False,4.100000000000001,0.87
TSK000210,PRJ0006,EMP0392,Navya Sharma,Bug Fix task #211,2023-06-01,2023-06-09,2023-06-08,45.0,28.2,Completed,Low,Bug Fix,0,0.0,True,False,16.8,0.63
TSK000211,PRJ0006,EMP0150,Aryan Bose,Testing task #212,2023-05-25,2023-06-04,2023-06-06,22.4,20.3,Completed,Low,Research,1,2.0,True,True,2.099999999999998,0.91
TSK000212,PRJ0006,EMP0137,Riya Bose,Code Review task #213,2023-06-13,2023-06-27,2023-06-25,78.6,58.6,Completed,Low,Testing,0,0.0,True,False,19.999999999999993,0.75
TSK000213,PRJ0006,EMP0571,Yuvan Krishnan,Development task #214,2023-05-27,2023-06-05,2023-06-05,7.0,6.9,Completed,Low,Code Review,0,0.0,True,False,0.09999999999999964,0.99
TSK000214,PRJ0006,EMP0517,Riya Malhotra,Design task #215,2023-07-02,2023-07-16,2023-07-17,20.7,25.3,Completed,Medium,Design,0,0.0,True,True,-4.600000000000001,1.22
TSK000215,PRJ0007,EMP0505,Navya Reddy,Design task #216,2024-05-25,2024-05-31,2024-06-03,71.2,53.2,Completed,Medium,Code Review,1,1.2,True,True,18.0,0.75
TSK000216,PRJ0007,EMP0370,Aarav Krishnan,Deployment task #217,2024-06-18,2024-06-28,2024-07-03,27.4,19.8,Completed,High,Research,1,1.3,True,True,7.599999999999998,0.72
TSK000217,PRJ0007,EMP0155,Sara Gupta,Research task #218,2024-07-20,2024-08-05,2024-08-03,43.2,51.8,Completed,Medium,Testing,1,0.6,True,False,-8.599999999999994,1.2
TSK000218,PRJ0007,EMP0507,Kiaan Bose,Testing task #219,2024-03-10,2024-03-29,2024-04-03,32.8,28.7,Completed,Medium,Testing,0,0.0,True,True,4.099999999999998,0.88
TSK000219,PRJ0007,EMP0209,Sara Nair,Development task #220,2024-05-11,2024-05-18,2024-05-19,20.3,14.1,Completed,High,Design,3,6.5,True,True,6.200000000000001,0.69
TSK000220,PRJ0007,EMP0427,Kiaan Kumar,Bug Fix task #221,2024-03-19,2024-04-05,2024-04-08,26.7,17.8,Completed,Medium,Testing,1,2.2,True,True,8.899999999999999,0.67
TSK000221,PRJ0007,EMP0332,Aryan Sharma,Development task #222,2024-04-08,2024-04-24,2024-04-26,7.2,5.6,Completed,Medium,Development,3,8.7,True,True,1.6000000000000005,0.78
TSK000222,PRJ0007,EMP0464,Ananya Malhotra,Development task #223,2024-05-22,2024-06-11,2024-06-12,84.3,57.1,Completed,High,Testing,0,0.0,True,True,27.199999999999996,0.68
TSK000223,PRJ0007,EMP0561,Aadhya Nair,Development task #224,2024-08-01,2024-08-15,2024-08-17,23.3,25.4,Completed,Low,Design,0,0.0,True,True,-2.099999999999998,1.09
TSK000224,PRJ0007,EMP0398,Dhruv Bose,Code Review task #225,2024-06-11,2024-06-17,2024-06-17,22.8,20.0,Completed,High,Design,0,0.0,True,False,2.8000000000000007,0.88
TSK000225,PRJ0007,EMP0368,Sara Singh,Bug Fix task #226,2024-08-17,2024-08-30,2024-08-30,10.7,9.4,Completed,Low,Bug Fix,0,0.0,True,False,1.299999999999999,0.88
TSK000226,PRJ0007,EMP0378,Kiaan Krishnan,Design task #227,2024-08-04,2024-08-19,2024-08-19,16.7,14.4,Completed,Medium,Testing,0,0.0,True,False,2.299999999999999,0.86
TSK000227,PRJ0007,EMP0298,Shaurya Kapoor,Documentation task #228,2024-06-27,2024-07-14,2024-07-14,45.2,28.5,Completed,High,Bug Fix,0,0.0,True,False,16.700000000000003,0.63
TSK000228,PRJ0007,EMP0303,Myra Kapoor,Code Review task #229,2024-07-23,2024-07-27,,1.2,6.7,To Do,Medium,Code Review,0,0.0,False,False,-5.5,5.58
TSK000229,PRJ0007,EMP0600,Advait Gupta,Bug Fix task #230,2024-03-20,2024-03-22,2024-03-20,60.9,47.0,Completed,Low,Testing,0,0.0,True,False,13.899999999999999,0.77
TSK000230,PRJ0007,EMP0427,Kiaan Kumar,Design task #231,2024-08-27,2024-09-16,2024-09-28,28.6,20.7,Completed,Low,Design,1,2.5,True,True,7.900000000000002,0.72
TSK000231,PRJ0007,EMP0081,Ira Malhotra,Testing task #232,2024-09-07,2024-09-17,2024-09-19,0.0,59.0,Completed,Low,Design,0,0.0,True,True,-59.0,
TSK000232,PRJ0007,EMP0489,Vihaan Krishnan,Bug Fix task #233,2024-06-25,2024-07-16,2024-07-24,41.5,42.7,Completed,Medium,Testing,0,0.0,True,True,-1.2000000000000028,1.03
TSK000233,PRJ0007,EMP0129,Ishaan Krishnan,Research task #234,2024-04-03,2024-04-08,2024-04-11,6.4,4.8,Completed,High,Design,0,0.0,True,True,1.6000000000000005,0.75
TSK000234,PRJ0007,EMP0248,Meera Kumar,Design task #235,2024-06-19,2024-07-08,2024-07-08,49.7,51.2,Completed,Low,Research,3,5.1,True,False,-1.5,1.03
TSK000235,PRJ0007,EMP0497,Ira Sharma,Development task #236,2024-06-28,2024-07-14,2024-07-13,4.5,5.1,Completed,Low,Bug Fix,1,2.6,True,False,-0.5999999999999996,1.13
TSK000236,PRJ0007,EMP0426,Riya Bose,Research task #237,2024-07-04,2024-07-25,2024-08-02,72.4,45.3,Completed,Low,Development,2,3.0,True,True,27.10000000000001,0.63
TSK000237,PRJ0007,EMP0541,Rudra Pillai,Testing task #238,2024-03-04,2024-03-16,2024-03-16,26.0,27.6,Completed,Medium,Deployment,0,0.0,True,False,-1.6000000000000014,1.06
TSK000238,PRJ0007,EMP0460,Dhruv Reddy,Documentation task #239,2024-08-25,2024-09-01,2024-08-31,24.8,28.4,Completed,High,Deployment,0,0.0,True,False,-3.599999999999998,1.15
TSK000239,PRJ0007,EMP0480,Riya Das,Design task #240,2024-04-02,2024-04-16,,33.3,53.5,To Do,High,Documentation,0,0.0,False,False,-20.200000000000003,1.61
TSK000240,PRJ0007,EMP0290,Sara Kumar,Bug Fix task #241,2024-08-23,2024-09-09,2024-09-12,40.5,46.0,Completed,Medium,Code Review,0,0.0,True,True,-5.5,1.14
TSK000241,PRJ0007,EMP0241,Aadhya Nair,Development task #242,2024-04-22,2024-04-24,2024-04-24,32.9,35.2,Completed,Low,Deployment,0,0.0,True,False,-2.3000000000000043,1.07
TSK000242,PRJ0007,EMP0441,Anika Verma,Development task #243,2024-03-29,2024-04-03,2024-04-01,43.9,38.6,Completed,High,Code Review,0,0.0,True,False,5.299999999999997,0.88
TSK000243,PRJ0007,EMP0155,Sara Gupta,Research task #244,2024-08-23,2024-09-13,2024-09-21,70.7,52.9,Completed,Low,Testing,0,0.0,True,True,17.800000000000004,0.75
TSK000244,PRJ0007,EMP0105,Aryan Gupta,Research task #245,2024-07-21,2024-07-26,2024-07-31,5.2,6.4,Completed,High,Research,2,2.8,True,True,-1.2000000000000002,1.23
TSK000245,PRJ0007,EMP0102,Diya Gupta,Development task #246,2024-04-08,2024-04-20,2024-04-20,32.6,40.2,Completed,Low,Research,2,5.8,True,False,-7.600000000000001,1.23
TSK000246,PRJ0007,EMP0350,Meera Reddy,Documentation task #247,2024-05-12,2024-05-16,2024-05-19,43.4,32.3,Completed,Low,Bug Fix,0,0.0,True,True,11.100000000000001,0.74
TSK000247,PRJ0007,EMP0234,Sara Kumar,Development task #248,2024-04-04,2024-04-19,,42.1,48.9,Blocked,Medium,Design,0,0.0,False,False,-6.799999999999997,1.16
TSK000248,PRJ0007,EMP0011,Rudra Krishnan,Development task #249,2024-08-30,2024-09-03,2024-09-04,48.3,49.1,Completed,Medium,Development,0,0.0,True,True,-0.8000000000000043,1.02
TSK000249,PRJ0007,EMP0155,Sara Gupta,Code Review task #250,2024-07-25,2024-08-12,,3.0,7.2,Blocked,High,Deployment,0,0.0,False,False,-4.2,2.4
TSK000250,PRJ0007,EMP0353,Aryan Menon,Research task #251,2024-03-02,2024-03-20,2024-03-21,41.9,50.3,Completed,High,Deployment,1,2.1,True,True,-8.399999999999999,1.2
TSK000251,PRJ0008,EMP0415,Diya Menon,Design task #252,2023-04-23,2023-04-27,2023-05-02,53.4,53.3,Completed,High,Code Review,0,0.0,True,True,0.10000000000000142,1.0
TSK000252,PRJ0008,EMP0219,Kavya Gupta,Code Review task #253,2023-03-27,2023-04-07,2023-04-07,45.2,32.7,Completed,Low,Code Review,0,0.0,True,False,12.5,0.72
TSK000253,PRJ0008,EMP0433,Ishaan Reddy,Testing task #254,2023-07-11,2023-07-14,2023-07-19,9.5,10.2,Completed,Medium,Code Review,4,3.2,True,True,-0.6999999999999993,1.07
TSK000254,PRJ0008,EMP0587,Rudra Kapoor,Documentation task #255,2023-09-08,2023-09-20,,3.8,4.3,To Do,Medium,Code Review,0,0.0,False,False,-0.5,1.13
TSK000255,PRJ0008,EMP0292,Meera Krishnan,Documentation task #256,2023-08-21,2023-09-10,2023-09-10,64.3,47.9,Completed,Medium,Research,1,1.1,True,False,16.4,0.74
TSK000256,PRJ0008,EMP0101,Kiaan Das,Research task #257,2023-04-10,2023-04-25,2023-04-27,33.2,43.9,Completed,Low,Deployment,0,0.0,True,True,-10.699999999999996,1.32
TSK000257,PRJ0008,EMP0539,Vivaan Kumar,Research task #258,2023-06-15,2023-07-03,2023-07-04,54.8,36.9,Completed,High,Research,0,0.0,True,True,17.9,0.67
TSK000258,PRJ0008,EMP0427,Kiaan Kumar,Testing task #259,2023-04-14,2023-04-20,2023-04-20,13.5,12.1,Completed,High,Documentation,0,0.0,True,False,1.4000000000000004,0.9
TSK000259,PRJ0008,EMP0467,Kiaan Malhotra,Deployment task #260,2023-07-03,2023-07-10,,4.9,5.8,Blocked,High,Code Review,1,2.6,False,False,-0.8999999999999995,1.18
TSK000260,PRJ0008,EMP0042,Meera Rao,Bug Fix task #261,2023-07-15,2023-07-28,2023-08-02,13.1,12.6,Completed,Low,Code Review,1,0.6,True,True,0.5,0.96
TSK000261,PRJ0008,EMP0291,Advait Das,Code Review task #262,2023-04-28,2023-05-15,2023-05-16,17.1,14.3,Completed,High,Research,1,0.6,True,True,2.8000000000000007,0.84
TSK000262,PRJ0008,EMP0346,Advait Verma,Research task #263,2023-06-08,2023-06-29,2023-07-01,25.2,30.6,Completed,Low,Deployment,0,0.0,True,True,-5.400000000000002,1.21
TSK000263,PRJ0008,EMP0092,Aditya Bose,Research task #264,2023-08-10,2023-08-25,2023-08-26,62.2,41.2,Completed,High,Code Review,0,0.0,True,True,21.0,0.66
TSK000264,PRJ0008,EMP0091,Myra Iyer,Testing task #265,2023-04-15,2023-05-05,2023-05-10,60.8,43.6,Completed,Low,Development,4,8.5,True,True,17.199999999999996,0.72
TSK000265,PRJ0008,EMP0584,Aditya Das,Development task #266,2023-07-15,2023-08-01,2023-08-04,10.5,14.6,Completed,Medium,Documentation,0,0.0,True,True,-4.1,1.39
TSK000266,PRJ0008,EMP0252,Sara Krishnan,Development task #267,2023-08-31,2023-09-20,2023-09-22,72.7,51.0,Completed,Medium,Development,0,0.0,True,True,21.700000000000003,0.7
TSK000267,PRJ0008,EMP0349,Shaurya Sharma,Design task #268,2023-06-23,2023-06-25,2023-06-27,13.9,14.1,Completed,Medium,Design,2,1.6,True,True,-0.1999999999999993,1.01
TSK000268,PRJ0008,EMP0188,Reyansh Kapoor,Development task #269,2023-05-08,2023-05-14,2023-05-19,50.1,47.0,Completed,High,Development,1,2.0,True,True,3.1000000000000014,0.94
TSK000269,PRJ0008,EMP0306,Ishaan Reddy,Testing task #270,2023-06-11,2023-06-17,2023-06-20,9.4,9.5,Completed,Low,Documentation,0,0.0,True,True,-0.09999999999999964,1.01
TSK000270,PRJ0008,EMP0246,Saanvi Krishnan,Research task #271,2023-09-12,2023-09-21,2023-09-21,51.5,37.4,Completed,High,Bug Fix,1,0.8,True,False,14.100000000000001,0.73
TSK000271,PRJ0008,EMP0068,Arnav Pillai,Documentation task #272,2023-07-05,2023-07-14,,1.8,5.6,In Progress,High,Design,0,0.0,False,False,-3.8,3.11
TSK000272,PRJ0008,EMP0312,Navya Das,Design task #273,2023-07-27,2023-07-31,2023-08-03,30.8,26.8,Completed,Low,Bug Fix,0,0.0,True,True,4.0,0.87
TSK000273,PRJ0008,EMP0569,Saanvi Krishnan,Research task #274,2023-06-27,2023-07-13,,0.0,6.3,To Do,Medium,Code Review,0,0.0,False,False,-6.3,
TSK000274,PRJ0008,EMP0390,Vihaan Kapoor,Code Review task #275,2023-06-01,2023-06-09,2023-06-12,59.4,51.2,Completed,Low,Bug Fix,1,2.3,True,True,8.199999999999996,0.86
TSK000275,PRJ0008,EMP0126,Kavya Nair,Deployment task #276,2023-04-08,2023-04-18,2023-04-18,39.7,44.6,Completed,High,Code Review,3,7.5,True,False,-4.899999999999999,1.12
TSK000276,PRJ0008,EMP0464,Ananya Malhotra,Development task #277,2023-05-12,2023-05-24,2023-05-26,19.8,17.8,Completed,High,Research,2,1.1,True,True,2.0,0.9
TSK000277,PRJ0008,EMP0005,Sara Iyer,Testing task #278,2023-03-06,2023-03-21,2023-03-24,55.3,41.7,Completed,High,Development,2,3.0,True,True,13.599999999999994,0.75
TSK000278,PRJ0008,EMP0456,Tara Kapoor,Development task #279,2023-08-23,2023-09-06,2023-09-08,11.1,10.9,Completed,Low,Research,1,2.4,True,True,0.1999999999999993,0.98
